"num_samples","batchsize: 8 (Batchsize: partner: IQL) - _step","batchsize: 8 (Batchsize: partner: IQL) - _step__MIN","batchsize: 8 (Batchsize: partner: IQL) - _step__MAX","batchsize: 8 (Batchsize: partner: IQL) - score","batchsize: 8 (Batchsize: partner: IQL) - score__MIN","batchsize: 8 (Batchsize: partner: IQL) - score__MAX","batchsize: 16 (Batchsize: partner: IQL) - _step","batchsize: 16 (Batchsize: partner: IQL) - _step__MIN","batchsize: 16 (Batchsize: partner: IQL) - _step__MAX","batchsize: 16 (Batchsize: partner: IQL) - score","batchsize: 16 (Batchsize: partner: IQL) - score__MIN","batchsize: 16 (Batchsize: partner: IQL) - score__MAX","batchsize: 32 (Batchsize: partner: IQL) - _step","batchsize: 32 (Batchsize: partner: IQL) - _step__MIN","batchsize: 32 (Batchsize: partner: IQL) - _step__MAX","batchsize: 32 (Batchsize: partner: IQL) - score","batchsize: 32 (Batchsize: partner: IQL) - score__MIN","batchsize: 32 (Batchsize: partner: IQL) - score__MAX","batchsize: 64 (Batchsize: partner: IQL) - _step","batchsize: 64 (Batchsize: partner: IQL) - _step__MIN","batchsize: 64 (Batchsize: partner: IQL) - _step__MAX","batchsize: 64 (Batchsize: partner: IQL) - score","batchsize: 64 (Batchsize: partner: IQL) - score__MIN","batchsize: 64 (Batchsize: partner: IQL) - score__MAX","batchsize: 128 (Batchsize: partner: IQL) - _step","batchsize: 128 (Batchsize: partner: IQL) - _step__MIN","batchsize: 128 (Batchsize: partner: IQL) - _step__MAX","batchsize: 128 (Batchsize: partner: IQL) - score","batchsize: 128 (Batchsize: partner: IQL) - score__MIN","batchsize: 128 (Batchsize: partner: IQL) - score__MAX","batchsize: 256 (Batchsize: partner: IQL) - _step","batchsize: 256 (Batchsize: partner: IQL) - _step__MIN","batchsize: 256 (Batchsize: partner: IQL) - _step__MAX","batchsize: 256 (Batchsize: partner: IQL) - score","batchsize: 256 (Batchsize: partner: IQL) - score__MIN","batchsize: 256 (Batchsize: partner: IQL) - score__MAX","batchsize: 512 (Batchsize: partner: IQL) - _step","batchsize: 512 (Batchsize: partner: IQL) - _step__MIN","batchsize: 512 (Batchsize: partner: IQL) - _step__MAX","batchsize: 512 (Batchsize: partner: IQL) - score","batchsize: 512 (Batchsize: partner: IQL) - score__MIN","batchsize: 512 (Batchsize: partner: IQL) - score__MAX","batchsize: 1024 (Batchsize: partner: IQL) - _step","batchsize: 1024 (Batchsize: partner: IQL) - _step__MIN","batchsize: 1024 (Batchsize: partner: IQL) - _step__MAX","batchsize: 1024 (Batchsize: partner: IQL) - score","batchsize: 1024 (Batchsize: partner: IQL) - score__MIN","batchsize: 1024 (Batchsize: partner: IQL) - score__MAX"
"8584790","1103","1103","1103","23.304","23.304","23.304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8584872","","","","","","","","","","","","","823","823","823","23.317","23.317","23.317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8586990","","","","","","","","","","","","","","","","","","","743","743","743","23.27","23.27","23.27","","","","","","","","","","","","","","","","","","","","","","","",""
"8587057","","","","","","","","","","","","","851","851","851","23.421","23.421","23.421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8587253","","","","","","","","","","","","","842","842","842","23.34","23.34","23.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8587446","","","","","","","","","","","","","","","","","","","731","731","731","23.271","23.271","23.271","","","","","","","","","","","","","","","","","","","","","","","",""
"8588462","","","","","","","","","","","","","","","","","","","","","","","","","588","588","588","23.396","23.396","23.396","","","","","","","","","","","","","","","","","",""
"8588980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396","396","396","23.35","23.35","23.35","","","","","","","","","","","",""
"8592435","1104","1104","1104","23.226","23.226","23.226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8592468","","","","","","","","","","","","","","","","","","","722","722","722","23.422","23.422","23.422","","","","","","","","","","","","","","","","","","","","","","","",""
"8595006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","410","410","23.36","23.36","23.36","","","","","","","","","","","",""
"8595677","","","","","","","","","","","","","824","824","824","23.296","23.296","23.296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8597279","","","","","","","","","","","","","852","852","852","23.441","23.441","23.441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8597368","","","","","","","","","","","","","843","843","843","23.307","23.307","23.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8597754","","","","","","","","","","","","","","","","","","","","","","","","","591","591","591","23.237","23.237","23.237","","","","","","","","","","","","","","","","","",""
"8598467","","","","","","","","","","","","","","","","","","","744","744","744","23.343","23.343","23.343","","","","","","","","","","","","","","","","","","","","","","","",""
"8598792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392","392","392","23.307","23.307","23.307","","","","","","","","","","","",""
"8599499","","","","","","","","","","","","","","","","","","","732","732","732","23.334","23.334","23.334","","","","","","","","","","","","","","","","","","","","","","","",""
"8599891","1105","1105","1105","23.138","23.138","23.138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8599967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246","246","246","23.4","23.4","23.4","","","","","",""
"8603104","","","","","","","","","","","","","","","","","","","","","","","","","589","589","589","23.278","23.278","23.278","","","","","","","","","","","","","","","","","",""
"8604223","","","","","","","","","","","","","","","","","","","723","723","723","23.318","23.318","23.318","","","","","","","","","","","","","","","","","","","","","","","",""
"8606247","","","","","","","","","","","","","825","825","825","23.277","23.277","23.277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8607288","","","","","","","","","","","","","844","844","844","23.47","23.47","23.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8607356","","","","","","","","","","","","","853","853","853","23.436","23.436","23.436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8607855","1106","1106","1106","23.332","23.332","23.332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8609828","","","","","","","","","","","","","","","","","","","745","745","745","23.303","23.303","23.303","","","","","","","","","","","","","","","","","","","","","","","",""
"8610491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397","397","397","23.306","23.306","23.306","","","","","","","","","","","",""
"8610591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","234","234","23.43","23.43","23.43","","","","","",""
"8611150","","","","","","","","","","","","","","","","","","","733","733","733","23.38","23.38","23.38","","","","","","","","","","","","","","","","","","","","","","","",""
"8612299","","","","","","","","","","","","","","","","","","","","","","","","","592","592","592","23.309","23.309","23.309","","","","","","","","","","","","","","","","","",""
"8615710","1107","1107","1107","23.284","23.284","23.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8616157","","","","","","","","","","","","","","","","","","","724","724","724","23.479","23.479","23.479","","","","","","","","","","","","","","","","","","","","","","","",""
"8616946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411","411","411","23.3","23.3","23.3","","","","","","","","","","","",""
"8616993","","","","","","","","","","","","","826","826","826","23.465","23.465","23.465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8617125","","","","","","","","","","","","","854","854","854","23.454","23.454","23.454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8617343","","","","","","","","","","","","","845","845","845","23.351","23.351","23.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8617528","","","","","","","","","","","","","","","","","","","","","","","","","590","590","590","23.367","23.367","23.367","","","","","","","","","","","","","","","","","",""
"8621337","","","","","","","","","","","","","","","","","","","746","746","746","23.31","23.31","23.31","","","","","","","","","","","","","","","","","","","","","","","",""
"8621489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","393","393","393","23.239","23.239","23.239","","","","","","","","","","","",""
"8623196","1108","1108","1108","23.173","23.173","23.173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8623325","","","","","","","","","","","","","","","","","","","734","734","734","23.337","23.337","23.337","","","","","","","","","","","","","","","","","","","","","","","",""
"8626605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","147","147","23.424","23.424","23.424"
"8627117","","","","","","","","","","","","","","","","","","","","","","","","","593","593","593","23.271","23.271","23.271","","","","","","","","","","","","","","","","","",""
"8627258","","","","","","","","","","","","","855","855","855","23.303","23.303","23.303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8627653","","","","","","","","","","","","","846","846","846","23.35","23.35","23.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8627849","","","","","","","","","","","","","827","827","827","23.368","23.368","23.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8628463","","","","","","","","","","","","","","","","","","","725","725","725","23.278","23.278","23.278","","","","","","","","","","","","","","","","","","","","","","","",""
"8630868","1109","1109","1109","23.271","23.271","23.271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8632199","","","","","","","","","","","","","","","","","","","","","","","","","591","591","591","23.322","23.322","23.322","","","","","","","","","","","","","","","","","",""
"8632841","","","","","","","","","","","","","","","","","","","747","747","747","23.405","23.405","23.405","","","","","","","","","","","","","","","","","","","","","","","",""
"8633011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398","398","398","23.321","23.321","23.321","","","","","","","","","","","",""
"8635271","","","","","","","","","","","","","","","","","","","735","735","735","23.381","23.381","23.381","","","","","","","","","","","","","","","","","","","","","","","",""
"8636904","","","","","","","","","","","","","856","856","856","23.404","23.404","23.404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8637983","","","","","","","","","","","","","828","828","828","23.271","23.271","23.271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8638140","","","","","","","","","","","","","847","847","847","23.314","23.314","23.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8638318","1110","1110","1110","23.229","23.229","23.229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8638407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247","247","247","23.319","23.319","23.319","","","","","",""
"8638517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412","412","412","23.273","23.273","23.273","","","","","","","","","","","",""
